id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2020-36161,"An issue was discovered in Veritas APTARE 10.4 before 10.4P9 and 10.5 before 10.5P3. By default, on Windows systems, users can create directories under C:\. A low privileged user can create a directory at the configuration file locations. When the Windows system restarts, a malicious OpenSSL engine ",OpenSSL,NVD-CWE-noinfo,,,,2021-01-06T01:15:12.810,8.8,HIGH,nvd,an issue was discovered in veritas aptare 104 before 104p9 and 105 before 105p3 by default on windows systems users can create directories under c a low privileged user can create a directory at the configuration file locations when the windows system restarts a malicious openssl engine,"An issue was discovered in Veritas APTARE 10.4 before 10.4P9 and 10.5 before 10.5P3. By default, on Windows systems, users can create directories under C:\. A low privileged user can create a directory at the configuration file locations. When the Windows system restarts, a malicious OpenSSL engine ",
CVE-2020-36162,"An issue was discovered in Veritas CloudPoint before 8.3.0.1+hotfix. The CloudPoint Windows Agent leverages OpenSSL. This OpenSSL library attempts to load the \usr\local\ssl\openssl.cnf configuration file, which does not exist. By default, on Windows systems users can create directories under <drive",OpenSSL,NVD-CWE-noinfo,,,,2021-01-06T01:15:12.857,8.8,HIGH,nvd,an issue was discovered in veritas cloudpoint before 8301hotfix the cloudpoint windows agent leverages openssl this openssl library attempts to load the usrlocalsslopensslcnf configuration file which does not exist by default on windows systems users can create directories under drive,"An issue was discovered in Veritas CloudPoint before 8.3.0.1+hotfix. The CloudPoint Windows Agent leverages OpenSSL. This OpenSSL library attempts to load the \usr\local\ssl\openssl.cnf configuration file, which does not exist. By default, on Windows systems users can create directories under <drive",
CVE-2020-36164,"An issue was discovered in Veritas Enterprise Vault through 14.0. On start-up, it loads the OpenSSL library. The OpenSSL library then attempts to load the openssl.cnf configuration file (which does not exist) at the following locations in both the System drive (typically C:\) and the product's insta",OpenSSL,NVD-CWE-noinfo,,,,2021-01-06T01:15:12.967,8.8,HIGH,nvd,an issue was discovered in veritas enterprise vault through 140 on startup it loads the openssl library the openssl library then attempts to load the opensslcnf configuration file which does not exist at the following locations in both the system drive typically c and the products insta,"An issue was discovered in Veritas Enterprise Vault through 14.0. On start-up, it loads the OpenSSL library. The OpenSSL library then attempts to load the openssl.cnf configuration file (which does not exist) at the following locations in both the System drive (typically C:\) and the product's insta",
CVE-2020-36165,"An issue was discovered in Veritas Desktop and Laptop Option (DLO) before 9.4. On start-up, it loads the OpenSSL library from /ReleaseX64/ssl. This library attempts to load the /ReleaseX64/ssl/openssl.cnf configuration file, which does not exist. By default, on Windows systems, users can create dire",OpenSSL,NVD-CWE-noinfo,,,,2021-01-06T01:15:13.027,8.8,HIGH,nvd,an issue was discovered in veritas desktop and laptop option dlo before 94 on startup it loads the openssl library from releasex64ssl this library attempts to load the releasex64sslopensslcnf configuration file which does not exist by default on windows systems users can create dire,"An issue was discovered in Veritas Desktop and Laptop Option (DLO) before 9.4. On start-up, it loads the OpenSSL library from /ReleaseX64/ssl. This library attempts to load the /ReleaseX64/ssl/openssl.cnf configuration file, which does not exist. By default, on Windows systems, users can create dire",
CVE-2020-36166,"An issue was discovered in Veritas InfoScale 7.x through 7.4.2 on Windows, Storage Foundation through 6.1 on Windows, Storage Foundation HA through 6.1 on Windows, and InfoScale Operations Manager (aka VIOM) Windows Management Server 7.x through 7.4.2. On start-up, it loads the OpenSSL library from ",OpenSSL,NVD-CWE-noinfo,,,,2021-01-06T01:15:13.120,8.8,HIGH,nvd,an issue was discovered in veritas infoscale 7x through 742 on windows storage foundation through 61 on windows storage foundation ha through 61 on windows and infoscale operations manager aka viom windows management server 7x through 742 on startup it loads the openssl library from,"An issue was discovered in Veritas InfoScale 7.x through 7.4.2 on Windows, Storage Foundation through 6.1 on Windows, Storage Foundation HA through 6.1 on Windows, and InfoScale Operations Manager (aka VIOM) Windows Management Server 7.x through 7.4.2. On start-up, it loads the OpenSSL library from ",
CVE-2020-36167,"An issue was discovered in the server in Veritas Backup Exec through 16.2, 20.6 before hotfix 298543, and 21.1 before hotfix 657517. On start-up, it loads the OpenSSL library from the Installation folder. This library in turn attempts to load the /usr/local/ssl/openssl.cnf configuration file, which ",OpenSSL,CWE-434,,,,2021-01-06T01:15:13.183,8.8,HIGH,nvd,an issue was discovered in the server in veritas backup exec through 162 206 before hotfix 298543 and 211 before hotfix 657517 on startup it loads the openssl library from the installation folder this library in turn attempts to load the usrlocalsslopensslcnf configuration file which,"An issue was discovered in the server in Veritas Backup Exec through 16.2, 20.6 before hotfix 298543, and 21.1 before hotfix 657517. On start-up, it loads the OpenSSL library from the Installation folder. This library in turn attempts to load the /usr/local/ssl/openssl.cnf configuration file, which ",
CVE-2020-36168,"An issue was discovered in Veritas Resiliency Platform 3.4 and 3.5. It leverages OpenSSL on Windows systems when using the Managed Host addon. On start-up, it loads the OpenSSL library. This library may attempt to load the openssl.cnf configuration file, which does not exist. By default, on Windows ",OpenSSL,NVD-CWE-noinfo,,,,2021-01-06T01:15:13.230,8.8,HIGH,nvd,an issue was discovered in veritas resiliency platform 34 and 35 it leverages openssl on windows systems when using the managed host addon on startup it loads the openssl library this library may attempt to load the opensslcnf configuration file which does not exist by default on windows,"An issue was discovered in Veritas Resiliency Platform 3.4 and 3.5. It leverages OpenSSL on Windows systems when using the Managed Host addon. On start-up, it loads the OpenSSL library. This library may attempt to load the openssl.cnf configuration file, which does not exist. By default, on Windows ",
CVE-2020-36169,"An issue was discovered in Veritas NetBackup through 8.3.0.1 and OpsCenter through 8.3.0.1. Processes using OpenSSL attempt to load and execute libraries from paths that do not exist by default on the Windows operating system. By default, on Windows systems, users can create directories under the to",OpenSSL,NVD-CWE-noinfo,,,,2021-01-06T01:15:13.293,8.8,HIGH,nvd,an issue was discovered in veritas netbackup through 8301 and opscenter through 8301 processes using openssl attempt to load and execute libraries from paths that do not exist by default on the windows operating system by default on windows systems users can create directories under the to,"An issue was discovered in Veritas NetBackup through 8.3.0.1 and OpsCenter through 8.3.0.1. Processes using OpenSSL attempt to load and execute libraries from paths that do not exist by default on the Windows operating system. By default, on Windows systems, users can create directories under the to",
CVE-2020-26050,SaferVPN for Windows Ver 5.0.3.3 through 5.0.4.15 could allow local privilege escalation from low privileged users to SYSTEM via a crafted openssl configuration file. This issue is similar to CVE-2019-12572.,OpenSSL,CWE-427,,,,2021-01-12T03:15:12.750,7.8,HIGH,nvd,safervpn for windows ver 5033 through 50415 could allow local privilege escalation from low privileged users to system via a crafted openssl configuration file this issue is similar to cve201912572,SaferVPN for Windows Ver 5.0.3.3 through 5.0.4.15 could allow local privilege escalation from low privileged users to SYSTEM via a crafted openssl configuration file. This issue is similar to CVE-2019-12572.,
CVE-2021-26530,The mg_tls_init function in Cesanta Mongoose HTTPS server 7.0 (compiled with OpenSSL support) is vulnerable to remote OOB write attack via connection request after exhausting memory pool.,OpenSSL,CWE-787,,,,2021-02-08T21:15:13.803,9.1,CRITICAL,nvd,the mg_tls_init function in cesanta mongoose https server 70 compiled with openssl support is vulnerable to remote oob write attack via connection request after exhausting memory pool,The mg_tls_init function in Cesanta Mongoose HTTPS server 7.0 (compiled with OpenSSL support) is vulnerable to remote OOB write attack via connection request after exhausting memory pool.,
CVE-2021-23839,OpenSSL 1.0.2 supports SSLv2. If a client attempts to negotiate SSLv2 with a server that is configured to support both SSLv2 and more recent SSL and TLS versions then a check is made for a version rollback attack when unpadding an RSA signature. Clients that support SSL or TLS versions greater than,OpenSSL,CWE-327,,,,2021-02-16T17:15:13.190,3.7,LOW,nvd,openssl 102 supports sslv2 if a client attempts to negotiate sslv2 with a server that is configured to support both sslv2 and more recent ssl and tls versions then a check is made for a version rollback attack when unpadding an rsa signature clients that support ssl or tls versions greater than,OpenSSL 1.0.2 supports SSLv2. If a client attempts to negotiate SSLv2 with a server that is configured to support both SSLv2 and more recent SSL and TLS versions then a check is made for a version rollback attack when unpadding an RSA signature. Clients that support SSL or TLS versions greater than,
CVE-2021-23840,"Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating succe",OpenSSL,CWE-190,,,,2021-02-16T17:15:13.300,7.5,HIGH,nvd,calls to evp_cipherupdate evp_encryptupdate and evp_decryptupdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform in such cases the return value from the function call will be 1 indicating succe,"Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating succe",
CVE-2021-23841,The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if th,OpenSSL,CWE-476,,,,2021-02-16T17:15:13.377,5.9,MEDIUM,nvd,the openssl public api function x509_issuer_and_serial_hash attempts to create a unique hash value based on the issuer and serial number data contained within an x509 certificate however it fails to correctly handle any errors that may occur while parsing the issuer field which might occur if th,The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if th,
CVE-2021-3449,"An OpenSSL TLS server may crash if sent a maliciously crafted renegotiation ClientHello message from a client. If a TLSv1.2 renegotiation ClientHello omits the signature_algorithms extension (where it was present in the initial ClientHello), but includes a signature_algorithms_cert extension then a ",OpenSSL,CWE-476,,,,2021-03-25T15:15:13.450,5.9,MEDIUM,nvd,an openssl tls server may crash if sent a maliciously crafted renegotiation clienthello message from a client if a tlsv12 renegotiation clienthello omits the signature_algorithms extension where it was present in the initial clienthello but includes a signature_algorithms_cert extension then a,"An OpenSSL TLS server may crash if sent a maliciously crafted renegotiation ClientHello message from a client. If a TLSv1.2 renegotiation ClientHello omits the signature_algorithms extension (where it was present in the initial ClientHello), but includes a signature_algorithms_cert extension then a ",
CVE-2021-3450,The X509_V_FLAG_X509_STRICT flag enables additional security checks of the certificates present in a certificate chain. It is not set by default. Starting from OpenSSL version 1.1.1h a check to disallow certificates in the chain that have explicitly encoded elliptic curve parameters was added as an,OpenSSL,CWE-295,,,,2021-03-25T15:15:13.560,7.4,HIGH,nvd,the x509_v_flag_x509_strict flag enables additional security checks of the certificates present in a certificate chain it is not set by default starting from openssl version 111h a check to disallow certificates in the chain that have explicitly encoded elliptic curve parameters was added as an,The X509_V_FLAG_X509_STRICT flag enables additional security checks of the certificates present in a certificate chain. It is not set by default. Starting from OpenSSL version 1.1.1h a check to disallow certificates in the chain that have explicitly encoded elliptic curve parameters was added as an,
CVE-2021-3446,A flaw was found in libtpms in versions before 0.8.2. The commonly used integration of libtpms with OpenSSL contained a vulnerability related to the returned IV (initialization vector) when certain symmetric ciphers were used. Instead of returning the last IV it returned the initial IV to the caller,OpenSSL,"CWE-327,CWE-330",,,,2021-03-25T19:15:14.703,5.5,MEDIUM,nvd,a flaw was found in libtpms in versions before 082 the commonly used integration of libtpms with openssl contained a vulnerability related to the returned iv initialization vector when certain symmetric ciphers were used instead of returning the last iv it returned the initial iv to the caller,A flaw was found in libtpms in versions before 0.8.2. The commonly used integration of libtpms with OpenSSL contained a vulnerability related to the returned IV (initialization vector) when certain symmetric ciphers were used. Instead of returning the last IV it returned the initial IV to the caller,
CVE-2020-28018,Exim 4 before 4.94.2 allows Use After Free in smtp_reset in certain situations that may be common for builds with OpenSSL.,OpenSSL,CWE-416,,,,2021-05-06T13:15:09.560,9.8,CRITICAL,nvd,exim 4 before 4942 allows use after free in smtp_reset in certain situations that may be common for builds with openssl,Exim 4 before 4.94.2 allows Use After Free in smtp_reset in certain situations that may be common for builds with OpenSSL.,
CVE-2021-32489,"An issue was discovered in the _send_secure_msg() function of Yubico yubihsm-shell through 2.0.3. The function does not correctly validate the embedded length field of an authenticated message received from the device because response_msg.st.len=8 can be accepted but triggers an integer overflow, wh",OpenSSL,CWE-190,,,,2021-05-10T22:15:06.213,4.4,MEDIUM,nvd,an issue was discovered in the _send_secure_msg function of yubico yubihsmshell through 203 the function does not correctly validate the embedded length field of an authenticated message received from the device because response_msgstlen8 can be accepted but triggers an integer overflow wh,"An issue was discovered in the _send_secure_msg() function of Yubico yubihsm-shell through 2.0.3. The function does not correctly validate the embedded length field of an authenticated message received from the device because response_msg.st.len=8 can be accepted but triggers an integer overflow, wh",
CVE-2021-3423,Uncontrolled Search Path Element vulnerability in the openssl component as used in Bitdefender GravityZone Business Security allows an attacker to load a third party DLL to elevate privileges. This issue affects Bitdefender GravityZone Business Security versions prior to 6.6.23.329.,OpenSSL,CWE-427,,,,2021-05-18T11:15:07.647,7.8,HIGH,nvd,uncontrolled search path element vulnerability in the openssl component as used in bitdefender gravityzone business security allows an attacker to load a third party dll to elevate privileges this issue affects bitdefender gravityzone business security versions prior to 6623329,Uncontrolled Search Path Element vulnerability in the openssl component as used in Bitdefender GravityZone Business Security allows an attacker to load a third party DLL to elevate privileges. This issue affects Bitdefender GravityZone Business Security versions prior to 6.6.23.329.,
CVE-2021-22901,curl 7.75.0 through 7.76.1 suffers from a use-after-free vulnerability resulting in already freed memory being used when a TLS 1.3 session ticket arrives over a connection. A malicious server can use this in rare unfortunate circumstances to potentially reach remote code execution in the client. Whe,OpenSSL,CWE-416,,,,2021-06-11T16:15:11.120,8.1,HIGH,nvd,curl 7750 through 7761 suffers from a useafterfree vulnerability resulting in already freed memory being used when a tls 13 session ticket arrives over a connection a malicious server can use this in rare unfortunate circumstances to potentially reach remote code execution in the client whe,curl 7.75.0 through 7.76.1 suffers from a use-after-free vulnerability resulting in already freed memory being used when a TLS 1.3 session ticket arrives over a connection. A malicious server can use this in rare unfortunate circumstances to potentially reach remote code execution in the client. Whe,
CVE-2021-3606,"OpenVPN before version 2.5.3 on Windows allows local users to load arbitrary dynamic loadable libraries via an OpenSSL configuration file if present, which allows the user to run arbitrary code with the same privilege level as the main OpenVPN process (openvpn.exe).",OpenSSL,CWE-427,,,,2021-07-02T13:15:07.983,7.8,HIGH,nvd,openvpn before version 253 on windows allows local users to load arbitrary dynamic loadable libraries via an openssl configuration file if present which allows the user to run arbitrary code with the same privilege level as the main openvpn process openvpnexe,"OpenVPN before version 2.5.3 on Windows allows local users to load arbitrary dynamic loadable libraries via an OpenSSL configuration file if present, which allows the user to run arbitrary code with the same privilege level as the main OpenVPN process (openvpn.exe).",
CVE-2021-3613,"OpenVPN Connect 3.2.0 through 3.3.0 allows local users to load arbitrary dynamic loadable libraries via an OpenSSL configuration file if present, which allows the user to run arbitrary code with the same privilege level as the main OpenVPN process (OpenVPNConnect.exe).",OpenSSL,CWE-427,,,,2021-07-02T13:15:08.037,7.8,HIGH,nvd,openvpn connect 320 through 330 allows local users to load arbitrary dynamic loadable libraries via an openssl configuration file if present which allows the user to run arbitrary code with the same privilege level as the main openvpn process openvpnconnectexe,"OpenVPN Connect 3.2.0 through 3.3.0 allows local users to load arbitrary dynamic loadable libraries via an OpenSSL configuration file if present, which allows the user to run arbitrary code with the same privilege level as the main OpenVPN process (OpenVPNConnect.exe).",
CVE-2020-11634,The Zscaler Client Connector for Windows prior to 2.1.2.105 had a DLL hijacking vulnerability caused due to the configuration of OpenSSL. A local adversary may be able to execute arbitrary code in the SYSTEM context.,OpenSSL,CWE-427,,,,2021-07-15T20:15:09.243,7.8,HIGH,nvd,the zscaler client connector for windows prior to 212105 had a dll hijacking vulnerability caused due to the configuration of openssl a local adversary may be able to execute arbitrary code in the system context,The Zscaler Client Connector for Windows prior to 2.1.2.105 had a DLL hijacking vulnerability caused due to the configuration of OpenSSL. A local adversary may be able to execute arbitrary code in the SYSTEM context.,
CVE-2021-25698,"The OpenSSL component of the Teradici PCoIP Standard Agent prior to version 21.07.0 was compiled without the no-autoload-config option, which allowed an attacker to elevate to the privileges of the running process via placing a specially crafted dll in a build configuration directory.",OpenSSL,CWE-426,,,,2021-07-21T15:15:15.887,7.8,HIGH,nvd,the openssl component of the teradici pcoip standard agent prior to version 21070 was compiled without the noautoloadconfig option which allowed an attacker to elevate to the privileges of the running process via placing a specially crafted dll in a build configuration directory,"The OpenSSL component of the Teradici PCoIP Standard Agent prior to version 21.07.0 was compiled without the no-autoload-config option, which allowed an attacker to elevate to the privileges of the running process via placing a specially crafted dll in a build configuration directory.",
CVE-2021-25699,"The OpenSSL component of the Teradici PCoIP Software Client prior to version 21.07.0 was compiled without the no-autoload-config option, which allowed an attacker to elevate to the privileges of the running process via placing a specially crafted dll in a build configuration directory.",OpenSSL,CWE-426,,,,2021-07-21T15:15:15.947,7.8,HIGH,nvd,the openssl component of the teradici pcoip software client prior to version 21070 was compiled without the noautoloadconfig option which allowed an attacker to elevate to the privileges of the running process via placing a specially crafted dll in a build configuration directory,"The OpenSSL component of the Teradici PCoIP Software Client prior to version 21.07.0 was compiled without the no-autoload-config option, which allowed an attacker to elevate to the privileges of the running process via placing a specially crafted dll in a build configuration directory.",
CVE-2021-3711,"In order to decrypt SM2 encrypted data an application is expected to call the API function EVP_PKEY_decrypt(). Typically an application will call this function twice. The first time, on entry, the ""out"" parameter can be NULL and, on exit, the ""outlen"" parameter is populated with the buffer size requ",OpenSSL,CWE-120,,,,2021-08-24T15:15:09.133,9.8,CRITICAL,nvd,in order to decrypt sm2 encrypted data an application is expected to call the api function evp_pkey_decrypt typically an application will call this function twice the first time on entry the out parameter can be null and on exit the outlen parameter is populated with the buffer size requ,"In order to decrypt SM2 encrypted data an application is expected to call the API function EVP_PKEY_decrypt(). Typically an application will call this function twice. The first time, on entry, the ""out"" parameter can be NULL and, on exit, the ""outlen"" parameter is populated with the buffer size requ",
CVE-2021-3712,ASN.1 strings are represented internally within OpenSSL as an ASN1_STRING structure which contains a buffer holding the string data and a field holding the buffer length. This contrasts with normal C strings which are repesented as a buffer for the string data which is terminated with a NUL (0) byte,OpenSSL,CWE-125,,,,2021-08-24T15:15:09.533,7.4,HIGH,nvd,asn1 strings are represented internally within openssl as an asn1_string structure which contains a buffer holding the string data and a field holding the buffer length this contrasts with normal c strings which are repesented as a buffer for the string data which is terminated with a nul 0 byte,ASN.1 strings are represented internally within OpenSSL as an ASN1_STRING structure which contains a buffer holding the string data and a field holding the buffer length. This contrasts with normal C strings which are repesented as a buffer for the string data which is terminated with a NUL (0) byte,
CVE-2021-34581,"Missing Release of Resource after Effective Lifetime vulnerability in OpenSSL implementation of WAGO 750-831/xxx-xxx, 750-880/xxx-xxx, 750-881, 750-889 in versions FW4 up to FW15 allows an unauthenticated attacker to cause DoS on the device.",OpenSSL,CWE-772,,,,2021-08-31T11:15:07.830,7.5,HIGH,nvd,missing release of resource after effective lifetime vulnerability in openssl implementation of wago 750831xxxxxx 750880xxxxxx 750881 750889 in versions fw4 up to fw15 allows an unauthenticated attacker to cause dos on the device,"Missing Release of Resource after Effective Lifetime vulnerability in OpenSSL implementation of WAGO 750-831/xxx-xxx, 750-880/xxx-xxx, 750-881, 750-889 in versions FW4 up to FW15 allows an unauthenticated attacker to cause DoS on the device.",
CVE-2021-32592,"An unsafe search path vulnerability in FortiClientWindows 7.0.0, 6.4.6 and below, 6.2.x, 6.0.x and FortiClientEMS 7.0.0, 6.4.6 and below, 6.2.x, 6.0.x may allow an attacker to perform a DLL Hijack attack on affected devices via a malicious OpenSSL engine library in the search path.",OpenSSL,CWE-427,,,,2021-12-01T12:15:07.560,7.8,HIGH,nvd,an unsafe search path vulnerability in forticlientwindows 700 646 and below 62x 60x and forticlientems 700 646 and below 62x 60x may allow an attacker to perform a dll hijack attack on affected devices via a malicious openssl engine library in the search path,"An unsafe search path vulnerability in FortiClientWindows 7.0.0, 6.4.6 and below, 6.2.x, 6.0.x and FortiClientEMS 7.0.0, 6.4.6 and below, 6.2.x, 6.0.x may allow an attacker to perform a DLL Hijack attack on affected devices via a malicious OpenSSL engine library in the search path.",
CVE-2021-4044,Internally libssl in OpenSSL calls X509_verify_cert() on the client side to verify a certificate supplied by a server. That function may return a negative return value to indicate an internal error (for example out of memory). Such a negative return value is mishandled by OpenSSL and will cause an I,OpenSSL,CWE-835,,,,2021-12-14T19:15:07.807,7.5,HIGH,nvd,internally libssl in openssl calls x509_verify_cert on the client side to verify a certificate supplied by a server that function may return a negative return value to indicate an internal error for example out of memory such a negative return value is mishandled by openssl and will cause an i,Internally libssl in OpenSSL calls X509_verify_cert() on the client side to verify a certificate supplied by a server. That function may return a negative return value to indicate an internal error (for example out of memory). Such a negative return value is mishandled by OpenSSL and will cause an I,
CVE-2021-44273,"e2guardian v5.4.x <= v5.4.3r is affected by missing SSL certificate validation in the SSL MITM engine. In standalone mode (i.e., acting as a proxy or a transparent proxy), with SSL MITM enabled, e2guardian, if built with OpenSSL v1.1.x, did not validate hostnames in certificates of the web servers t",OpenSSL,CWE-295,,,,2021-12-23T12:15:07.387,7.4,HIGH,nvd,e2guardian v54x  v543r is affected by missing ssl certificate validation in the ssl mitm engine in standalone mode ie acting as a proxy or a transparent proxy with ssl mitm enabled e2guardian if built with openssl v11x did not validate hostnames in certificates of the web servers t,"e2guardian v5.4.x <= v5.4.3r is affected by missing SSL certificate validation in the SSL MITM engine. In standalone mode (i.e., acting as a proxy or a transparent proxy), with SSL MITM enabled, e2guardian, if built with OpenSSL v1.1.x, did not validate hostnames in certificates of the web servers t",
CVE-2022-0166,A privilege escalation vulnerability in the McAfee Agent prior to 5.7.5. McAfee Agent uses openssl.cnf during the build process to specify the OPENSSLDIR variable as a subdirectory within the installation directory. A low privilege user could have created subdirectories and executed arbitrary code w,OpenSSL,CWE-427,,,,2022-01-19T11:15:07.923,7.8,HIGH,nvd,a privilege escalation vulnerability in the mcafee agent prior to 575 mcafee agent uses opensslcnf during the build process to specify the openssldir variable as a subdirectory within the installation directory a low privilege user could have created subdirectories and executed arbitrary code w,A privilege escalation vulnerability in the McAfee Agent prior to 5.7.5. McAfee Agent uses openssl.cnf during the build process to specify the OPENSSLDIR variable as a subdirectory within the installation directory. A low privilege user could have created subdirectories and executed arbitrary code w,
CVE-2021-4160,"There is a carry propagation bug in the MIPS32 and MIPS64 squaring procedure. Many EC algorithms are affected, including some of the TLS 1.3 default curves. Impact was not analyzed in detail, because the pre-requisites for attack are considered unlikely and include reusing private keys. Analysis sug",OpenSSL,NVD-CWE-noinfo,,,,2022-01-28T22:15:15.133,5.9,MEDIUM,nvd,there is a carry propagation bug in the mips32 and mips64 squaring procedure many ec algorithms are affected including some of the tls 13 default curves impact was not analyzed in detail because the prerequisites for attack are considered unlikely and include reusing private keys analysis sug,"There is a carry propagation bug in the MIPS32 and MIPS64 squaring procedure. Many EC algorithms are affected, including some of the TLS 1.3 default curves. Impact was not analyzed in detail, because the pre-requisites for attack are considered unlikely and include reusing private keys. Analysis sug",
CVE-2022-21656,"Envoy is an open source edge and service proxy, designed for cloud-native applications. The default_validator.cc implementation used to implement the default certificate validation routines has a ""type confusion"" bug when processing subjectAltNames. This processing allows, for example, an rfc822Name",OpenSSL,"CWE-295,CWE-843",,,,2022-02-22T23:15:11.223,5.9,MEDIUM,nvd,envoy is an open source edge and service proxy designed for cloudnative applications the default_validatorcc implementation used to implement the default certificate validation routines has a type confusion bug when processing subjectaltnames this processing allows for example an rfc822name,"Envoy is an open source edge and service proxy, designed for cloud-native applications. The default_validator.cc implementation used to implement the default certificate validation routines has a ""type confusion"" bug when processing subjectAltNames. This processing allows, for example, an rfc822Name",
CVE-2022-25218,"The use of the RSA algorithm without OAEP, or any other padding scheme, in telnetd_startup, allows an unauthenticated attacker on the local area network to achieve a significant degree of control over the ""plaintext"" to which an arbitrary blob of ciphertext will be decrypted by OpenSSL's RSA_public_",OpenSSL,CWE-327,,,,2022-03-10T17:47:02.133,8.1,HIGH,nvd,the use of the rsa algorithm without oaep or any other padding scheme in telnetd_startup allows an unauthenticated attacker on the local area network to achieve a significant degree of control over the plaintext to which an arbitrary blob of ciphertext will be decrypted by openssls rsa_public_,"The use of the RSA algorithm without OAEP, or any other padding scheme, in telnetd_startup, allows an unauthenticated attacker on the local area network to achieve a significant degree of control over the ""plaintext"" to which an arbitrary blob of ciphertext will be decrypted by OpenSSL's RSA_public_",
CVE-2022-25219,"A null byte interaction error has been discovered in the code that the telnetd_startup daemon uses to construct a pair of ephemeral passwords that allow a user to spawn a telnet service on the router, and to ensure that the telnet service persists upon reboot. By means of a crafted exchange of UDP p",OpenSSL,NVD-CWE-Other,,,,2022-03-10T17:47:02.457,8.4,HIGH,nvd,a null byte interaction error has been discovered in the code that the telnetd_startup daemon uses to construct a pair of ephemeral passwords that allow a user to spawn a telnet service on the router and to ensure that the telnet service persists upon reboot by means of a crafted exchange of udp p,"A null byte interaction error has been discovered in the code that the telnetd_startup daemon uses to construct a pair of ephemeral passwords that allow a user to spawn a telnet service on the router, and to ensure that the telnet service persists upon reboot. By means of a crafted exchange of UDP p",
CVE-2022-0778,"The BN_mod_sqrt() function, which computes a modular square root, contains a bug that can cause it to loop forever for non-prime moduli. Internally this function is used when parsing certificates that contain elliptic curve public keys in compressed form or explicit elliptic curve parameters with a ",OpenSSL,CWE-835,,,,2022-03-15T17:15:08.513,7.5,HIGH,nvd,the bn_mod_sqrt function which computes a modular square root contains a bug that can cause it to loop forever for nonprime moduli internally this function is used when parsing certificates that contain elliptic curve public keys in compressed form or explicit elliptic curve parameters with a,"The BN_mod_sqrt() function, which computes a modular square root, contains a bug that can cause it to loop forever for non-prime moduli. Internally this function is used when parsing certificates that contain elliptic curve public keys in compressed form or explicit elliptic curve parameters with a ",
CVE-2022-29505,"Due to build misconfiguration in openssl dependency, LINE for Windows before 7.8 is vulnerable to DLL injection that could lead to privilege escalation.",OpenSSL,NVD-CWE-noinfo,,,,2022-04-27T15:15:09.197,7.8,HIGH,nvd,due to build misconfiguration in openssl dependency line for windows before 78 is vulnerable to dll injection that could lead to privilege escalation,"Due to build misconfiguration in openssl dependency, LINE for Windows before 7.8 is vulnerable to DLL injection that could lead to privilege escalation.",
CVE-2022-28198,"NVIDIA Omniverse Nucleus and Cache contain a vulnerability in its configuration of OpenSSL, where an attacker with physical access to the system can cause arbitrary code execution which can impact confidentiality, integrity, and availability.",OpenSSL,"CWE-706,NVD-CWE-noinfo",,,,2022-04-29T21:15:07.697,6.8,MEDIUM,nvd,nvidia omniverse nucleus and cache contain a vulnerability in its configuration of openssl where an attacker with physical access to the system can cause arbitrary code execution which can impact confidentiality integrity and availability,"NVIDIA Omniverse Nucleus and Cache contain a vulnerability in its configuration of OpenSSL, where an attacker with physical access to the system can cause arbitrary code execution which can impact confidentiality, integrity, and availability.",
CVE-2022-1292,"The c_rehash script does not properly sanitise shell metacharacters to prevent command injection. This script is distributed by some operating systems in a manner where it is automatically executed. On such operating systems, an attacker could execute arbitrary commands with the privileges of the sc",OpenSSL,CWE-78,,,,2022-05-03T16:15:18.823,9.8,CRITICAL,nvd,the c_rehash script does not properly sanitise shell metacharacters to prevent command injection this script is distributed by some operating systems in a manner where it is automatically executed on such operating systems an attacker could execute arbitrary commands with the privileges of the sc,"The c_rehash script does not properly sanitise shell metacharacters to prevent command injection. This script is distributed by some operating systems in a manner where it is automatically executed. On such operating systems, an attacker could execute arbitrary commands with the privileges of the sc",
